age,indus,indus_yard_owner,indus_yard_manager,indus_ft_groom,indus_pt_groom,indus_pt_ride_train,indus_ft_ride_train,indus_instructor,indus_indus_prof,indus_lecturer,indus_committee,indus_retail,blank,indus_open,prof_farrier,prof_edt,prof_physio,prof_alt_therapy,prof_saddler,prof_nutritionist,prof_eq_vet,prof_eq_vn,prof_vet,prof_vn,prof_open,yrs,org,org_bhs_scot,org_bhs,org_pc,org_breed_assoc,org_bs,org_bs_duplicate,org_be,org_bd,org_bsha,org_serc,org_rda,org_bds,org_rc,org_open,qual,qual_bhs1_2,qual_bhs3_4,qual_bhs_prof,qual_pc_a,qual_pc_bc,qual_pc_de,qual_nc_horse,qual_hnc_eq,qual_hnd_eq,qual_svq_3,qual_svq_1_2,qual_ma,qual_dipwcf,qual_ntq_sadd,qual_ug_eq,qual_pg_eq,qual_vn_qual,qual_vet_qual,qual_open,conf_pastureman,conf_herdman,conf_turnoutroutine,conf_typepf,conf_amountpf,conf_typef,conf_amountf,conf_rug,bcs_monitor,bcs_how,bcs_how_open,bcs_by_prof,wgt_monitor,wgt_how,wgt_summer,wgt_autumn,wgt_winter,wgt_spring,pres_forage_spring_sum,pres_forage_aut_wint,pres_forage_choice,pres_forage_lam,pres_forage_ems,pres_forage_weight,pres_forage_colic,pres_forage_egus,pres_forage_resp,pres_forage_yard_availability,pres_forage_region_availability,pres_forage_cost,pres_forage_open,pres_forage_feed,pres_forage_prefer_other,pres_forage_pref_same_fed,pres_forage_analysis,pres_forage_analysis_aware,feed_bal,feed_bal_reason_forage,feed_bal_reason_boost,feed_bal_reason_conc,feed_bal_reason_replace,feed_bal_reason_cal,feed_bal_reason_energy,feed_bal_reason_munch,feed_bal_reason_open,exercise_imp,conf_rec_lam,conf_rec_obesity,conf_rec_ems,conf_rec_colic,conf_rec_ppid,conf_rec_loc
41-60,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment only,Saddle/girth fit,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,3,5,4,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-9 scale system,i have hannah from dodson and horrell out every 6 months to weigh the horses and provide feeding advice ,Yes,Monthly,Weighbridge,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Side Saddle Association,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Very confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Enjoyment / hobby,3,5,4,3,3,4
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Nps bsps,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Very confident,Fairly confident,Very confident,Very confident,Very confident,Daily,Other,"We use the weigh scales that we have on the farm, usually monthly or every two months ",No,Monthly,Weighbridge,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Soaked hay,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,3,5,3,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Enjoyment / hobby,4,5,5,4,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,3,5,3,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Neutral,Not confident at all,Very confident,Neutral,Neutral,Fairly confident,Very confident,Neutral,Daily,Body condition scoring using a 1-9 scale system,NA,Yes,Daily,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight gain,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Relieving boredom / providing stimulation,5,5,1,5,5,1
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01-Mar,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Neutral,Fairly confident,Neutral,Neutral,Neutral,Fairly confident,Weekly,Body condition scoring using a 1-9 scale system,"I use the body condition scoring app from Glasgow University, which takes you through the 1-9 scale system.",No,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight gain,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,2,4,1,4,2,4
Under 18,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Polnoon riding club committee member ,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Hay,NA,Yes,Don't know,No,Yes,No,Yes,No,No,No,No,No,No,Maintaining fitness for their discipline,4,4,1,4,2,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,Measure if notice any variation out on normal visual parameters,Yes,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Maintaining fitness for their discipline,5,5,4,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Neutral,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment only,NA,No,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,4,1,4,1,3
Over 60,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Caspian Horse Society ,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Honours degree in equine science,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,"Measurement of heart-girth, belly-girth and neck",NA,No,Annually,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,5,5,5,5
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Breed society,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,3,5,4,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Taking measurements and using an online body condition calculator,NA,No,Monthly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,4,1,5,4,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,1,5,1,5
41-60,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine podiatrist ,?30,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,No,No,No,No,No,No,No,No,No,A level of fibre daily is good for the hind gut,Haylage,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Training & development,5,5,5,5,2,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Enjoyment / hobby,4,5,3,4,3,5
26-40,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Very confident,Very confident,Neutral,Very confident,Neutral,Very confident,Very confident,Weekly,Body condition scoring using a 1-5 scale system,I also use a weigh tape so I can measure amount of fluctuations,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Relieving boredom / providing stimulation,5,5,3,4,2,5
26-40,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,?30,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-9 scale system,NA,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Enjoyment / hobby,5,5,5,5,5,5
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Fairly confident,Very confident,Occasionally,Body condition scoring using a 1-9 scale system,NA,No,Annually,Weighbridge,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Hay,NA,Yes,Don't know,Yes,Yes,No,No,No,No,No,No,No,"One horse fed antilam to reduce risk of colic, advice from vet ",Relieving boredom / providing stimulation,5,5,3,5,3,5
41-60,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Very confident,Weekly,Other,Get weighed at vets annually then visual chrvks,Yes,Monthly,Weighbridge,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,1,5,4,4
26-40,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Very confident,Daily,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Managing weight,5,5,3,4,4,5
41-60,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,20-29,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Weekly,Body condition scoring using a 1-5 scale system,NA,Yes,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Training & development,5,5,4,5,4,5
18-25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,BEVA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-9 scale system,NA,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Managing weight,5,5,5,5,5,5
26-40,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine podiatrist ,Oct-19,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine Podiatry Association UK and the Side Saddle Association ,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Diploma in Equine Podiatry and Diploma in Applied Zoopharmacognosy,Fairly confident,Fairly confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Neutral,Daily,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Tape measure,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Managing weight,5,5,5,4,5,5
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,Yes,Daily,Visual assessment,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,4,4,4,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment only,Daily visual check and quarterly tape check ,No,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Maintaining fitness for their discipline,4,4,4,4,4,4
18-25,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Final year vet student ,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Never,NA,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,5,5,5,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01-Mar,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Monthly,Body condition scoring using a 1-5 scale system,NA,Yes,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Maintaining fitness for their discipline,4,5,4,4,4,4
26-40,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Very confident,Fairly confident,Very confident,Monthly,"Measurement of heart-girth, belly-girth and neck",NA,No,Monthly,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Hay,NA,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Enjoyment / hobby,4,5,3,4,3,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Steamed hay,2 on steamed 1 on soaked,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Enjoyment / hobby,5,5,4,5,4,5
26-40,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,04-Sep,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fairly confident,Very confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Weekly,Body condition scoring using a 1-9 scale system,BCS + weight tape to assess changes,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,EMS not officially diagnosed but almost certainly affected and treated as such,Hay,NA,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,5,5,4,5,4,5
